arm_id,class_id,regra_derivada,applicable,position_id,repetition,reading,n,VP,VN,FP,FN,fnr,fnr_lower,fnr_upper,fpr,fpr_lower,fpr_upper,inconclusive_numerator,inconclusive_denominator,taxa_inconclusiva,recall,specificity,precision,accuracy,f1,balanced_accuracy,taxa_bloqueio_S0_numerator,taxa_bloqueio_S0_denominator,taxa_bloqueio_S0,cost_total_usd,cost_per_fn_avoided_usd
N-INT,S0,C1,True,local-qwen2-5-coder-7b,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,local-qwen2-5-coder-7b,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,local-qwen2-5-coder-7b,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,local-qwen2-5-coder-7b,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,local-qwen3-8b,R1,classificada,6,0,2,0,0,NA,NA,NA,0.000000,0.000000,0.657620,4,6,0.666667,NA,1.000000,NA,1.000000,NA,NA,0,2,0.000000,NA,NA
N-INT,S0,C1,True,local-qwen3-8b,R1,operacional,6,0,2,4,0,NA,NA,NA,0.666667,0.299993,0.903229,4,6,0.666667,NA,0.333333,0.000000,0.333333,NA,NA,4,6,0.666667,NA,NA
N-INT,S0,C1,True,local-qwen3-8b,R2,classificada,6,0,2,0,0,NA,NA,NA,0.000000,0.000000,0.657620,4,6,0.666667,NA,1.000000,NA,1.000000,NA,NA,0,2,0.000000,NA,NA
N-INT,S0,C1,True,local-qwen3-8b,R2,operacional,6,0,2,4,0,NA,NA,NA,0.666667,0.299993,0.903229,4,6,0.666667,NA,0.333333,0.000000,0.333333,NA,NA,4,6,0.666667,NA,NA
N-INT,S0,C1,True,remote-gpt-5-6-luna-openai,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,remote-gpt-5-6-luna-openai,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,remote-gpt-5-6-luna-openai,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,remote-gpt-5-6-luna-openai,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,remote-gpt-oss-20b-groq,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,remote-gpt-oss-20b-groq,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,remote-gpt-oss-20b-groq,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,remote-gpt-oss-20b-groq,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,remote-qwen3-8b-alibaba,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,remote-qwen3-8b-alibaba,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,remote-qwen3-8b-alibaba,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C1,True,remote-qwen3-8b-alibaba,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,local-qwen2-5-coder-7b,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,local-qwen2-5-coder-7b,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,local-qwen2-5-coder-7b,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,local-qwen2-5-coder-7b,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,local-qwen3-8b,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,local-qwen3-8b,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,local-qwen3-8b,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,local-qwen3-8b,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,remote-gpt-5-6-luna-openai,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,remote-gpt-5-6-luna-openai,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,remote-gpt-5-6-luna-openai,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,remote-gpt-5-6-luna-openai,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,remote-gpt-oss-20b-groq,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,remote-gpt-oss-20b-groq,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,remote-gpt-oss-20b-groq,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,remote-gpt-oss-20b-groq,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,remote-qwen3-8b-alibaba,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,remote-qwen3-8b-alibaba,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,remote-qwen3-8b-alibaba,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,C2,True,remote-qwen3-8b-alibaba,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,local-qwen2-5-coder-7b,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,local-qwen2-5-coder-7b,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,local-qwen2-5-coder-7b,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,local-qwen2-5-coder-7b,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,local-qwen3-8b,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,local-qwen3-8b,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,local-qwen3-8b,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,local-qwen3-8b,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,remote-gpt-5-6-luna-openai,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,remote-gpt-5-6-luna-openai,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,remote-gpt-5-6-luna-openai,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,remote-gpt-5-6-luna-openai,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,remote-gpt-oss-20b-groq,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,remote-gpt-oss-20b-groq,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,remote-gpt-oss-20b-groq,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,remote-gpt-oss-20b-groq,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,remote-qwen3-8b-alibaba,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,remote-qwen3-8b-alibaba,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,remote-qwen3-8b-alibaba,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,D,True,remote-qwen3-8b-alibaba,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,local-qwen2-5-coder-7b,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,local-qwen2-5-coder-7b,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,local-qwen2-5-coder-7b,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,local-qwen2-5-coder-7b,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,local-qwen3-8b,R1,classificada,6,0,2,0,0,NA,NA,NA,0.000000,0.000000,0.657620,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,2,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,local-qwen3-8b,R1,operacional,6,0,2,4,0,NA,NA,NA,0.666667,0.299993,0.903229,0,6,0.000000,NA,0.333333,0.000000,0.333333,NA,NA,4,6,0.666667,NA,NA
N-INT,S0,OR_C1_C2,True,local-qwen3-8b,R2,classificada,6,0,2,0,0,NA,NA,NA,0.000000,0.000000,0.657620,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,2,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,local-qwen3-8b,R2,operacional,6,0,2,4,0,NA,NA,NA,0.666667,0.299993,0.903229,0,6,0.000000,NA,0.333333,0.000000,0.333333,NA,NA,4,6,0.666667,NA,NA
N-INT,S0,OR_C1_C2,True,remote-gpt-5-6-luna-openai,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,remote-gpt-5-6-luna-openai,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,remote-gpt-5-6-luna-openai,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,remote-gpt-5-6-luna-openai,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,remote-gpt-oss-20b-groq,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,remote-gpt-oss-20b-groq,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,remote-gpt-oss-20b-groq,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,remote-gpt-oss-20b-groq,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,remote-qwen3-8b-alibaba,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,remote-qwen3-8b-alibaba,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,remote-qwen3-8b-alibaba,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,OR_C1_C2,True,remote-qwen3-8b-alibaba,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,local-qwen2-5-coder-7b,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,local-qwen2-5-coder-7b,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,local-qwen2-5-coder-7b,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,local-qwen2-5-coder-7b,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,local-qwen3-8b,R1,classificada,6,0,2,0,0,NA,NA,NA,0.000000,0.000000,0.657620,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,2,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,local-qwen3-8b,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,local-qwen3-8b,R2,classificada,6,0,2,0,0,NA,NA,NA,0.000000,0.000000,0.657620,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,2,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,local-qwen3-8b,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,remote-gpt-5-6-luna-openai,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,remote-gpt-5-6-luna-openai,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,remote-gpt-5-6-luna-openai,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,remote-gpt-5-6-luna-openai,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,remote-gpt-oss-20b-groq,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,remote-gpt-oss-20b-groq,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,remote-gpt-oss-20b-groq,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,remote-gpt-oss-20b-groq,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,remote-qwen3-8b-alibaba,R1,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,remote-qwen3-8b-alibaba,R1,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,remote-qwen3-8b-alibaba,R2,classificada,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,S0,AND_C1_C2,True,remote-qwen3-8b-alibaba,R2,operacional,6,0,6,0,0,NA,NA,NA,0.000000,0.000000,0.390334,0,6,0.000000,NA,1.000000,NA,1.000000,NA,NA,0,6,0.000000,NA,NA
N-INT,B0,C1,True,local-qwen2-5-coder-7b,R1,classificada,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,local-qwen2-5-coder-7b,R1,operacional,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,local-qwen2-5-coder-7b,R2,classificada,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,local-qwen2-5-coder-7b,R2,operacional,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,local-qwen3-8b,R1,classificada,8,0,5,0,0,NA,NA,NA,0.000000,0.000000,0.434482,3,8,0.375000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,local-qwen3-8b,R1,operacional,8,0,5,3,0,NA,NA,NA,0.375000,0.136844,0.694258,3,8,0.375000,NA,0.625000,0.000000,0.625000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,local-qwen3-8b,R2,classificada,8,0,5,0,0,NA,NA,NA,0.000000,0.000000,0.434482,3,8,0.375000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,local-qwen3-8b,R2,operacional,8,0,5,3,0,NA,NA,NA,0.375000,0.136844,0.694258,3,8,0.375000,NA,0.625000,0.000000,0.625000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,remote-gpt-5-6-luna-openai,R1,classificada,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,remote-gpt-5-6-luna-openai,R1,operacional,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,remote-gpt-5-6-luna-openai,R2,classificada,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,remote-gpt-5-6-luna-openai,R2,operacional,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,remote-gpt-oss-20b-groq,R1,classificada,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,remote-gpt-oss-20b-groq,R1,operacional,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,remote-gpt-oss-20b-groq,R2,classificada,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,remote-gpt-oss-20b-groq,R2,operacional,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,remote-qwen3-8b-alibaba,R1,classificada,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
N-INT,B0,C1,True,remote-qwen3-8b-alibaba,R1,operacional,8,0,8,0,0,NA,NA,NA,0.000000,0.000000,0.324408,0,8,0.000000,NA,1.000000,NA,1.000000,NA,NA,NA,NA,NA,NA,NA
